Category,State,Rank,HS Code,Description,Value2017,Value2018,Value2019,Value2020,Share2017,Share2018,Share2019,Share2020,
Import,PA,3,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,4096,2941,1720,2645,4.9,3.3,1.9,3.1,53.8
Import,PA,4,300215,"IMMUNOLOGICAL PRODUCTS, PUT UP IN MEASURED DOSES O",592,816,1924,2598,0.7,0.9,2.1,3.1,35.1
Import,PA,5,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,1808,2084,2585,2583,2.2,2.4,2.9,3.0,-0.1
Import,PA,6,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",2271,1501,1133,1757,2.7,1.7,1.3,2.1,55.1
Import,PA,7,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",9190,10085,5571,1609,11.0,11.4,6.2,1.9,-71.1
Import,PA,8,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",1077,954,829,1471,1.3,1.1,0.9,1.7,77.4
Import,PA,9,711031,"RHODIUM, UNWROUGHT OR IN POWDER FORM",59,155,446,1007,0.1,0.2,0.5,1.2,125.6
Import,PA,10,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",200,483,752,754,0.2,0.5,0.8,0.9,0.3
Import,PA,11,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,825,218,482,675,1.0,0.2,0.5,0.8,40.0
Import,PA,12,401110,"NEW PNEUMATIC TIRES, OF RUBBER, OF A KIND USED ON",582,651,717,591,0.7,0.7,0.8,0.7,-17.5
Import,PA,13,870120,ROAD TRACTORS FOR SEMI-TRAILERS,146,698,833,575,0.2,0.8,0.9,0.7,-31.0
Import,PA,14,300660,CHEMICAL CONTRACEPTIVE PREPARATIONS BASED ON HORMO,669,720,693,552,0.8,0.8,0.8,0.7,-20.4
Import,PA,15,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",350,402,484,523,0.4,0.5,0.5,0.6,8.1
Import,PA,16,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NESOI",89,349,548,482,0.1,0.4,0.6,0.6,-12.1
Import,PA,17,901819,ELECTRO-DIAGNOSTIC APPARATUS (AND APPARATUS FOR FU,585,595,535,458,0.7,0.7,0.6,0.5,-14.5
Import,PA,18,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,534,412,421,454,0.6,0.5,0.5,0.5,7.9
Import,PA,19,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",276,307,231,412,0.3,0.3,0.3,0.5,78.6
Import,PA,20,190590,"BREAD, PASTRY, CAKES, BISCUITS AND SIMILAR BAKED P",296,338,374,412,0.4,0.4,0.4,0.5,10.2
Import,PA,21,842139,FILTERING OR PURIFYING MACHINERY AND APPARATUS FOR,276,329,376,392,0.3,0.4,0.4,0.5,4.1
Import,PA,22,300432,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING C",414,306,373,390,0.5,0.3,0.4,0.5,4.7
Import,PA,23,392690,"ARTICLES OF PLASTICS, NESOI",332,363,399,390,0.4,0.4,0.4,0.5,-2.2
Import,PA,24,841810,COMBINED REFRIGERATOR-FREEZERS FITTED WITH SEPARAT,323,322,353,368,0.4,0.4,0.4,0.4,4.1
Import,PA,25,851830,"HEADPHONES, EARPHONES WHETHER OR NOT COMBINED MICR",50,33,32,367,0.1,0.0,0.0,0.4,(Z)
Export,RI,-1,0,Total_25,1160,1297,1580,1530,48.5,53.9,59.1,63.7,-3.2
Export,RI,1,711299,"WASTE AND SCRAP OF PRECIOUS METAL, NESOI",155,188,358,377,6.5,7.8,13.4,15.7,5.3
Export,RI,2,300213,"IMMUNOLOGICAL PRODUCTS, UNMIXED, NOT PUT UP IN MEA",84,96,183,224,3.5,4.0,6.8,9.3,22.4
Export,RI,3,711319,"JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OTHER",101,164,172,202,4.2,6.8,6.4,8.4,17.4
Export,RI,4,284330,GOLD COMPOUNDS,59,60,63,106,2.5,2.5,2.3,4.4,69.4
Export,RI,5,720449,"FERROUS WASTE AND SCRAP, NESOI",186,252,193,105,7.8,10.5,7.2,4.4,-45.6
Export,RI,6,711291,"WASTE AND SCRAP OF GOLD, INCLUDING METAL CLAD WITH",132,145,211,103,5.5,6.0,7.9,4.3,-51.1
Export,RI,7,710610,SILVER POWDER,128,101,50,66,5.4,4.2,1.9,2.7,30.5
Export,RI,8,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",91,66,48,43,3.8,2.7,1.8,1.8,-10.2
Export,RI,9,370790,CHEMICAL PREPARATION FOR PHOTOGRAPHIC USES AND UNM,21,22,23,24,0.9,0.9,0.9,1.0,4.6
Export,RI,10,300212,ANTISERA AND OTHER BLOOD FRACTIONS,17,19,21,23,0.7,0.8,0.8,1.0,13.3
Export,RI,11,382499,CHEMICAL PRODUCTS AND PREPARATIONS OF THE CHEMICAL,1,2,28,23,0.0,0.1,1.0,0.9,-18.9
Export,RI,12,950691,ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCI,15,18,20,22,0.6,0.7,0.8,0.9,11.1
Export,RI,13,847990,PARTS OF MACHINES AND MECHANICAL APPLIANCES HAVING,19,20,21,22,0.8,0.8,0.8,0.9,0.6
Export,RI,14,30743,"SQUID, FROZEN",5,3,26,19,0.2,0.1,1.0,0.8,-28.3
Export,RI,15,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",9,8,15,18,0.4,0.3,0.6,0.8,23.4
Export,RI,16,392020,"PLATES, SHEETS, FILM, FOIL AND STRIP OF PLASTICS,",19,20,19,17,0.8,0.8,0.7,0.7,-9.3
Export,RI,17,390422,"POLYMERS NESOI OF POLYVINYL CHLORIDE, PLASTICIZED,",18,18,16,17,0.7,0.7,0.6,0.7,6.0
Export,RI,18,851769,APPARATUS FOR THE TRANSMISSION OR RECEPTION OF VOI,1,0,1,16,0.0,0.0,0.0,0.7,(Z)
Export,RI,19,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",19,16,15,16,0.8,0.7,0.6,0.7,6.6
Export,RI,20,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,3,3,9,15,0.1,0.1,0.3,0.6,69.3
Export,RI,21,847989,MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDU,20,21,19,15,0.8,0.9,0.7,0.6,-22.2
Export,RI,22,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",22,19,17,14,0.9,0.8,0.6,0.6,-13.2
Export,RI,23,711100,"BASE METALS, SILVER OR GOLD, CLAD WITH PLATINUM, N",12,8,26,14,0.5,0.3,1.0,0.6,-44.9
Export,RI,24,848420,MECHANICAL SEALS,16,18,18,14,0.7,0.8,0.7,0.6,-22.4
Export,RI,25,740911,"PLATES, SHEETS AND STRIP OF REFINED COPPER, OVER 0",7,9,9,14,0.3,0.4,0.3,0.6,53.2
Import,RI,-1,0,Total_25,7194,8231,9392,6802,76.9,78.2,81.1,77.3,-27.6
Import,RI,1,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,4280,5325,5830,3579,45.8,50.6,50.3,40.7,-38.6
Import,RI,2,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,1028,1127,1008,820,11.0,10.7,8.7,9.3,-18.6
Import,RI,3,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,541,387,475,430,5.8,3.7,4.1,4.9,-9.5
Import,RI,4,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",186,187,273,313,2.0,1.8,2.4,3.6,14.7
Import,RI,5,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",67,81,162,311,0.7,0.8,1.4,3.5,91.8
Import,RI,6,870322,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,458,465,422,215,4.9,4.4,3.6,2.4,-49.0
Import,RI,7,870380,"MOTOR VEHICLES WITH ONLY ELECTRIC MOTOR,NESOI",4,5,136,172,0.0,0.1,1.2,2.0,25.9
Import,RI,8,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",4,0,181,122,0.0,0.0,1.6,1.4,-32.7
Import,RI,9,902139,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,116,101,283,114,1.2,1.0,2.4,1.3,-59.7
Import,RI,10,630790,"MADE-UP TEXTILE ARTICLES, NESOI",11,11,12,106,0.1,0.1,0.1,1.2,(Z)
Import,RI,11,271320,PETROLEUM BITUMEN,0,0,40,80,0.0,0.0,0.3,0.9,97.6
Import,RI,12,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",0,20,0,56,0.0,0.2,0.0,0.6,0.0
Import,RI,13,711620,ARTICLES OF PRECIOUS OR SEMIPRECIOUS STONES (NATUR,35,41,63,48,0.4,0.4,0.5,0.5,-23.7
Import,RI,14,900410,SUNGLASSES,64,71,57,47,0.7,0.7,0.5,0.5,-17.1
Import,RI,15,854442,"ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1",20,30,43,47,0.2,0.3,0.4,0.5,9.3
Import,RI,16,870360,MOTOR VEHICLES WITH BOTH SPARK-IG AND ELECTRIC MOT,15,28,67,46,0.2,0.3,0.6,0.5,-30.5
Import,RI,17,711319,"JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OTHER",34,34,42,44,0.4,0.3,0.4,0.5,3.7
Import,RI,18,950300,"TRICYCLES, SCOOTERS, PEDAL CARS AND SIMILAR WHEELE",71,76,64,43,0.8,0.7,0.6,0.5,-33.0
Import,RI,19,900490,"SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROT",65,46,39,39,0.7,0.4,0.3,0.4,0.3
Import,RI,20,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",8,14,17,36,0.1,0.1,0.1,0.4,113.8
Import,RI,21,711719,"IMITATION JEWELRY NESOI, OF BASE METAL, WHETHER OR",65,62,57,28,0.7,0.6,0.5,0.3,-51.5
Import,RI,22,711299,"WASTE AND SCRAP OF PRECIOUS METAL, NESOI",19,22,49,28,0.2,0.2,0.4,0.3,-43.4
Import,RI,23,847780,MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR TH,2,2,0,27,0.0,0.0,0.0,0.3,(Z)
Import,RI,24,711790,IMITATION JEWELRY NESOI (NOT OF BASE METAL),68,65,48,25,0.7,0.6,0.4,0.3,-47.9
Import,RI,25,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",35,29,21,25,0.4,0.3,0.2,0.3,21.3
Export,SC,-1,0,Total_25,20231,22029,28517,18833,62.8,63.6,68.8,62.2,-34.0
Export,SC,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",6276,7906,12399,4039,19.5,22.8,29.9,13.3,-67.4
Export,SC,2,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,3037,3054,4717,3936,9.4,8.8,11.4,13.0,-16.6
Export,SC,3,870333,PASSENGER MOTOR VEHICLES WITH COMPRESSION-IGNITION,2311,2222,3199,2401,7.2,6.4,7.7,7.9,-24.9
Export,SC,4,870360,MOTOR VEHICLES WITH BOTH SPARK-IG AND ELECTRIC MOT,263,224,164,1934,0.8,0.6,0.4,6.4,(Z)
Export,SC,5,401180,"NEW PNEUMATIC TIRES, OF RUBBER, OF A KIND USED ON",629,829,972,895,2.0,2.4,2.3,3.0,-7.9
Export,SC,6,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,1189,939,550,729,3.7,2.7,1.3,2.4,32.5
Export,SC,7,870332,PASSENGER MOTOR VEHICLES WITH COMPRESSION-IGNITION,1818,1908,1238,589,5.6,5.5,3.0,1.9,-52.5
Export,SC,8,870829,PARTS AND ACCESSORIES OF BODIES (INCLUDING CABS) F,241,348,544,508,0.7,1.0,1.3,1.7,-6.7
Export,SC,9,870840,GEAR BOXES FOR MOTOR VEHICLES,918,876,562,377,2.9,2.5,1.4,1.2,-33.0
Export,SC,10,847990,PARTS OF MACHINES AND MECHANICAL APPLIANCES HAVING,420,600,683,353,1.3,1.7,1.6,1.2,-48.3
Export,SC,11,841199,"PARTS OF GAS TURBINES, NESOI (OTHER THAN PARTS FOR",377,296,255,327,1.2,0.9,0.6,1.1,28.5
Export,SC,12,401110,"NEW PNEUMATIC TIRES, OF RUBBER, OF A KIND USED ON",500,444,445,318,1.6,1.3,1.1,1.0,-28.5
Export,SC,13,470321,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DIS",379,352,339,282,1.2,1.0,0.8,0.9,-16.8
Export,SC,14,401120,"NEW PNEUMATIC TIRES, OF RUBBER, OF A KIND USED ON",334,313,315,271,1.0,0.9,0.8,0.9,-13.9
Export,SC,15,284390,"INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS,",107,117,215,258,0.3,0.3,0.5,0.9,20.2
Export,SC,16,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",166,199,196,179,0.5,0.6,0.5,0.6,-8.5
Export,SC,17,870710,BODIES (INCLUDING CABS) FOR MOTOR CARS AND OTHER V,105,101,178,175,0.3,0.3,0.4,0.6,-1.4
Export,SC,18,901813,MAGNETIC RESONANCE IMAGING APPARATUS,115,132,206,174,0.4,0.4,0.5,0.6,-15.5
Export,SC,19,840130,"FUEL ELEMENTS (CARTRIDGES), NON-IRRADIATED, FOR NU",331,101,247,170,1.0,0.3,0.6,0.6,-31.1
Export,SC,20,20714,CHICKEN CUTS AND EDIBLE OFFAL (INCLUDING LIVERS) F,202,235,218,167,0.6,0.7,0.5,0.5,-23.6
Export,SC,21,851220,"ELECTRICAL LIGHTING OR VISUAL SIGNALING EQUIPMENT,",32,106,168,166,0.1,0.3,0.4,0.5,-1.2
Export,SC,22,841182,"GAS TURBINES, EXCEPT TURBOJETS AND TURBOPROPELLERS",218,291,150,163,0.7,0.8,0.4,0.5,8.9
Export,SC,23,151790,EDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGET,139,148,154,146,0.4,0.4,0.4,0.5,-5.1
Export,SC,24,390120,POLYETHYLENE HAVING A SPECIFIC GRAVITY OF 0.94 OR,28,141,222,138,0.1,0.4,0.5,0.5,-37.6
Export,SC,25,902710,GAS OR SMOKE ANALYSIS APPARATUS,96,148,182,136,0.3,0.4,0.4,0.4,-25.5
Import,SC,-1,0,Total_25,9335,9952,12162,12565,24.9,24.8,28.8,31.3,3.3
Import,SC,1,284420,URANIUM AND ITS COMPOUNDS ENRICHED IN U235; PLUTON,807,1126,958,935,2.2,2.8,2.3,2.3,-2.5
Import,SC,2,846729,"TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED",586,585,589,889,1.6,1.5,1.4,2.2,50.9
Import,SC,3,840734,SPARK-IGNITION RECIPROCATING PISTON ENGINES FOR PR,778,673,651,876,2.1,1.7,1.5,2.2,34.6
Import,SC,4,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",608,643,812,825,1.6,1.6,1.9,2.1,1.6
Import,SC,5,870829,PARTS AND ACCESSORIES OF BODIES (INCLUDING CABS) F,436,472,685,768,1.2,1.2,1.6,1.9,12.0
Import,SC,6,711299,"WASTE AND SCRAP OF PRECIOUS METAL, NESOI",20,19,322,707,0.1,0.0,0.8,1.8,119.7
Import,SC,7,870840,GEAR BOXES FOR MOTOR VEHICLES,851,747,639,610,2.3,1.9,1.5,1.5,-4.6
Import,SC,8,853710,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APP",397,435,485,555,1.1,1.1,1.1,1.4,14.4
Import,SC,9,854140,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCLUDING PH",44,52,271,526,0.1,0.1,0.6,1.3,94.2
Import,SC,10,401110,"NEW PNEUMATIC TIRES, OF RUBBER, OF A KIND USED ON",590,521,616,513,1.6,1.3,1.5,1.3,-16.6
Import,SC,11,840820,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON EN,587,549,495,510,1.6,1.4,1.2,1.3,3.0
Import,SC,12,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHICLES,227,321,410,499,0.6,0.8,1.0,1.2,21.7
Import,SC,13,853620,AUTOMATIC CIRCUIT BREAKERS FOR A VOLTAGE NOT EXCEE,106,192,479,480,0.3,0.5,1.1,1.2,0.3
Import,SC,14,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",397,422,510,429,1.1,1.1,1.2,1.1,-15.8
Import,SC,15,854430,INSULATED IGNITION WIRING SETS AND OTHER WIRING SE,303,374,537,404,0.8,0.9,1.3,1.0,-24.7
Import,SC,16,401120,"NEW PNEUMATIC TIRES, OF RUBBER, OF A KIND USED ON",400,420,470,381,1.1,1.0,1.1,0.9,-19.0
Import,SC,17,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,194,192,400,375,0.5,0.5,0.9,0.9,-6.4
Import,SC,18,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",129,127,287,298,0.3,0.3,0.7,0.7,4.0
Import,SC,19,940190,"PARTS OF SEATS (EXCEPT PARTS OF MEDICAL, DENTIST',",192,178,310,297,0.5,0.4,0.7,0.7,-4.2
Import,SC,20,870894,"STEERING WHEELS, STEERING COLUMNS AND STEERING BOX",278,203,318,290,0.7,0.5,0.8,0.7,-8.9
Import,SC,21,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",320,444,563,286,0.9,1.1,1.3,0.7,-49.2
Import,SC,22,854370,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDU",265,335,273,282,0.7,0.8,0.6,0.7,3.4
Import,SC,23,870830,BRAKES AND SERVO-BRAKES; PARTS THEREOF,202,216,304,279,0.5,0.5,0.7,0.7,-8.4
Import,SC,24,870790,BODIES (INCLUDING CABS) FOR ROAD TRACTORS FOR SEMI,309,397,445,278,0.8,1.0,1.1,0.7,-37.6
Import,SC,25,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",308,308,332,274,0.8,0.8,0.8,0.7,-17.7
Export,SD,-1,0,Total_25,730,799,766,837,53.8,55.9,56.5,60.7,9.2
Export,SD,1,230330,"BREWING OR DISTILLING DREGS AND WASTE, WHETHER OR",91,104,119,110,6.7,7.3,8.8,8.0,-7.5
Export,SD,2,230400,SOYBEAN OILCAKE AND OTHER SOLID RESIDUES RESULTING,84,87,74,81,6.2,6.1,5.4,5.8,8.9
Export,SD,3,120190,"SOYBEANS, OTHER THAN SEED",5,43,34,66,0.4,3.0,2.5,4.8,96.4
Export,SD,4,220720,"ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY",47,70,47,63,3.5,4.9,3.5,4.6,33.7
Export,SD,5,20329,"MEAT OF SWINE, NESOI, FROZEN",26,29,39,57,1.9,2.0,2.9,4.2,46.5
Export,SD,6,160249,"MEAT, MEAT OFFAL OR MIXTURES OF SWINE, PREPARED OR",0,0,12,53,0.0,0.0,0.9,3.8,331.9
Export,SD,7,842951,"MECHANICAL FRONT-END SHOVEL LOADERS, SELF-PROPELLE",55,62,46,36,4.1,4.3,3.4,2.6,-21.0
Export,SD,8,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",29,38,30,35,2.2,2.6,2.2,2.6,16.0
Export,SD,9,20312,"MEAT OF SWINE, HAMS, SHOULDERS AND CUTS THEREOF, W",73,35,26,34,5.3,2.4,1.9,2.5,32.9
Export,SD,10,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",64,58,39,32,4.7,4.0,2.9,2.3,-17.6
Export,SD,11,870530,FIRE FIGHTING VEHICLES,35,33,21,32,2.6,2.3,1.5,2.3,53.4
Export,SD,12,250810,"BENTONITE, WHETHER OR NOT CALCINED",36,36,40,30,2.7,2.5,3.0,2.2,-24.5
Export,SD,13,20321,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",0,0,42,21,0.0,0.0,3.1,1.5,-50.3
Export,SD,14,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",19,17,17,21,1.4,1.2,1.3,1.5,19.7
Export,SD,15,20649,"OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN",14,18,14,19,1.0,1.3,1.0,1.4,39.5
Export,SD,16,321410,"MASTICS (INCLUDING GLAZIERS' PUTTY, GRAFTING PUTTY",0,4,12,18,0.0,0.3,0.9,1.3,46.1
Export,SD,17,20629,"OFFAL OF BOVINE ANIMALS, EDIBLE, NESOI, FROZEN",14,15,16,17,1.1,1.1,1.2,1.3,12.1
Export,SD,18,841459,"FANS, NESOI",19,17,19,16,1.4,1.2,1.4,1.2,-13.3
Export,SD,19,391990,"PLATES, SHEETS, FILM, FOIL, TAPE AND OTHER FLAT SH",9,23,20,16,0.7,1.6,1.4,1.2,-17.5
Export,SD,20,50400,"ANIMAL GUTS, BLADDERS AND STOMACHS (OTHER THAN FIS",17,20,21,15,1.3,1.4,1.5,1.1,-25.3
Export,SD,21,842833,"CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, FOR GOO",31,30,19,14,2.3,2.1,1.4,1.0,-27.6
Export,SD,22,591190,TEXTILE PRODUCTS AND ARTICLES FOR TECHNICAL USES N,1,0,1,12,0.0,0.0,0.1,0.9,(Z)
Export,SD,23,870829,PARTS AND ACCESSORIES OF BODIES (INCLUDING CABS) F,17,15,15,12,1.3,1.1,1.1,0.9,-22.2
Export,SD,24,852859,"MONITORS, NOT INCORPORATING TELEVISION RECEPTION A",30,27,29,12,2.2,1.9,2.1,0.9,-58.0
Export,SD,25,871690,"PARTS OF TRAILERS, SEMI-TRAILERS AND OTHER VEHICLE",13,16,14,12,1.0,1.1,1.0,0.9,-15.3
Import,SD,-1,0,Total_25,366,378,436,582,33.3,34.0,37.9,46.1,33.6
Import,SD,1,160250,"MEAT OR MEAT OFFAL OF BOVINE ANIMALS, PREPARED OR",140,137,168,171,12.8,12.3,14.7,13.6,1.9
Import,SD,2,841290,"PARTS FOR ENGINES AND MOTORS, NESOI",0,2,3,48,0.0,0.2,0.3,3.8,(Z)
Import,SD,3,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",23,23,30,43,2.1,2.1,2.6,3.4,40.6
Import,SD,4,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,5,22,36,0.0,0.4,1.9,2.8,62.6
Import,SD,5,310420,POTASSIUM CHLORIDE,30,21,15,27,2.7,1.8,1.3,2.2,83.5
Import,SD,6,10391,"SWINE, LIVE, NESOI, WEIGHING LESS THAN 50 KG (110.",16,18,25,27,1.4,1.6,2.2,2.1,4.8
Import,SD,7,442199,"OTHER ARTICLES OF WOOD, NESOI",0,0,1,22,0.0,0.0,0.1,1.7,(Z)
Import,SD,8,850231,"GENERATING SETS, ELECTRIC, WIND-POWERED",0,0,0,20,0.0,0.0,0.0,1.6,0.0
Import,SD,9,732393,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PAR",0,1,15,18,0.0,0.0,1.3,1.4,22.8
Import,SD,10,760110,"ALUMINUM, NOT ALLOYED, UNWROUGHT",22,21,14,17,2.0,1.9,1.2,1.3,18.0
Import,SD,11,730619,"LINE PIPE FOR OIL OR GAS PIPELINES, OF IRON OR STE",0,0,0,15,0.0,0.0,0.0,1.2,0.0
Import,SD,12,950699,ARTICLES AND EQUIPMENT FOR SPORTS OR OUTDOOR GAMES,2,4,6,13,0.2,0.4,0.5,1.0,110.6
Import,SD,13,830241,"MOUNTINGS, FITTINGS AND SIMILAR ARTICLES NESOI (EX",15,19,11,11,1.4,1.7,0.9,0.9,8.1
Import,SD,14,854460,"INSULATED ELECTRIC CONDUCTORS, FOR A VOLTAGE EXCEE",9,8,7,11,0.8,0.7,0.6,0.8,59.4
Import,SD,15,840890,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON EN,18,21,21,10,1.7,1.9,1.8,0.8,-51.0
Import,SD,16,870422,"MOTOR VEHICLES FOR GOODS TRANSPORT NESOI, WITH COM",19,9,12,10,1.7,0.9,1.1,0.8,-15.3
Import,SD,17,481092,PAPER AND PAPERBOARD (OTHER THAN KRAFT OR GRAPHIC),7,8,8,10,0.6,0.7,0.7,0.8,22.2
Import,SD,18,20329,"MEAT OF SWINE, NESOI, FROZEN",10,12,7,10,0.9,1.1,0.6,0.8,42.2
Import,SD,19,390140,"ETHYLENE-ALPHA-OLEFIN COPOLYMERS, HAVING A SPECIFI",11,24,7,10,1.0,2.2,0.6,0.8,46.4
Import,SD,20,870410,DUMPERS (DUMP TRUCKS) DESIGNED FOR OFF-HIGHWAY USE,1,0,3,9,0.1,0.0,0.3,0.7,186.8
Import,SD,21,843390,"PARTS FOR HARVESTING OR THRESHING MACHINERY, MOWER",10,13,14,9,0.9,1.2,1.2,0.7,-34.2
Import,SD,22,870423,"MOTOR VEHICLES FOR GOODS TRANSPORT NESOI, WITH COM",12,7,9,9,1.1,0.6,0.8,0.7,2.8
Import,SD,23,843149,"PARTS AND ATTACHMENTS, NESOI, FOR DERRICKS, CRANES",7,7,7,9,0.6,0.6,0.7,0.7,14.9
Import,SD,24,854140,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCLUDING PH",10,12,20,8,0.9,1.1,1.7,0.7,-57.2
Import,SD,25,842839,"CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, FOR GOO",4,7,10,8,0.4,0.7,0.9,0.6,-19.1
Export,TN,-1,0,Total_25,14802,13953,13587,13478,44.5,42.6,43.7,47.9,-0.8
Export,TN,1,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",2308,2357,2642,2662,6.9,7.2,8.5,9.5,0.8
Export,TN,2,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,1472,1370,1248,832,4.4,4.2,4.0,3.0,-33.3
Export,TN,3,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1587,1456,1034,809,4.8,4.5,3.3,2.9,-21.8
Export,TN,4,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,504,456,386,809,1.5,1.4,1.2,2.9,109.5
Export,TN,5,520100,"COTTON, NOT CARDED OR COMBED",693,765,681,713,2.1,2.3,2.2,2.5,4.7
Export,TN,6,902139,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,222,169,367,703,0.7,0.5,1.2,2.5,91.4
Export,TN,7,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,1151,1188,1002,657,3.5,3.6,3.2,2.3,-34.4
Export,TN,8,711299,"WASTE AND SCRAP OF PRECIOUS METAL, NESOI",185,341,366,549,0.6,1.0,1.2,1.9,49.8
Export,TN,9,300610,"STERILE SURGICAL CATGUT, SIMILAR STERILE SUTURE MA",410,465,547,500,1.2,1.4,1.8,1.8,-8.7
Export,TN,10,220830,WHISKIES,665,636,416,465,2.0,1.9,1.3,1.7,11.8
Export,TN,11,902110,ORTHOPEDIC OR FRACTURE APPLIANCES; PARTS AND ACCES,406,440,474,456,1.2,1.3,1.5,1.6,-3.7
Export,TN,12,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",255,290,316,361,0.8,0.9,1.0,1.3,14.1
Export,TN,13,550210,ARTIFICIAL FILAMENT TOW OF CELLULOSE ACETATE,440,423,358,358,1.3,1.3,1.2,1.3,0.1
Export,TN,14,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",274,223,321,350,0.8,0.7,1.0,1.2,8.9
